nohup: ignoring input
Using downloaded and verified file: ./data/SVHN/raw/train/train_32x32.mat
Using downloaded and verified file: ./data/SVHN/raw/test/test_32x32.mat
Train - Iteration 0: 	Loss_clf1: 0.0157, Loss_clf2: 0.0161, Loss_discrepancy: 0.0007
Train - Iteration 50: 	Loss_clf1: 0.1047, Loss_clf2: 0.1073, Loss_discrepancy: 0.0136
Train - Iteration 100: 	Loss_clf1: 0.0656, Loss_clf2: 0.0659, Loss_discrepancy: 0.0108
Train - Iteration 150: 	Loss_clf1: 0.0517, Loss_clf2: 0.0537, Loss_discrepancy: 0.0120
Train - Iteration 200: 	Loss_clf1: 0.0519, Loss_clf2: 0.0544, Loss_discrepancy: 0.0115
Train - Iteration 250: 	Loss_clf1: 0.0532, Loss_clf2: 0.0551, Loss_discrepancy: 0.0137
Train - Iteration 300: 	Loss_clf1: 0.0401, Loss_clf2: 0.0411, Loss_discrepancy: 0.0119
Train - Iteration 350: 	Loss_clf1: 0.0452, Loss_clf2: 0.0456, Loss_discrepancy: 0.0133
Train - Iteration 400: 	Loss_clf1: 0.0425, Loss_clf2: 0.0446, Loss_discrepancy: 0.0133
Train - Iteration 450: 	Loss_clf1: 0.0588, Loss_clf2: 0.0589, Loss_discrepancy: 0.0115
Train - Epoch [1]: 		Loss_clf1: 0.0582, Loss_clf2: 0.0597, Loss_discrepancy: 0.0124
Test - Epoch [1]: Accuracy_clf1: 14.01%, Accuracy_clf2: 14.42%, Accuracy_ensemble: 14.18%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0011, Loss_clf2: 0.0013, Loss_discrepancy: 0.0003
Train - Iteration 50: 	Loss_clf1: 0.0382, Loss_clf2: 0.0402, Loss_discrepancy: 0.0121
Train - Iteration 100: 	Loss_clf1: 0.0404, Loss_clf2: 0.0415, Loss_discrepancy: 0.0122
Train - Iteration 150: 	Loss_clf1: 0.0426, Loss_clf2: 0.0415, Loss_discrepancy: 0.0150
Train - Iteration 200: 	Loss_clf1: 0.0402, Loss_clf2: 0.0397, Loss_discrepancy: 0.0127
Train - Iteration 250: 	Loss_clf1: 0.0523, Loss_clf2: 0.0537, Loss_discrepancy: 0.0080
Train - Iteration 300: 	Loss_clf1: 0.0492, Loss_clf2: 0.0478, Loss_discrepancy: 0.0086
Train - Iteration 350: 	Loss_clf1: 0.0481, Loss_clf2: 0.0472, Loss_discrepancy: 0.0098
Train - Iteration 400: 	Loss_clf1: 0.0404, Loss_clf2: 0.0405, Loss_discrepancy: 0.0087
Train - Iteration 450: 	Loss_clf1: 0.0401, Loss_clf2: 0.0415, Loss_discrepancy: 0.0079
Train - Epoch [2]: 		Loss_clf1: 0.0432, Loss_clf2: 0.0435, Loss_discrepancy: 0.0105
Test - Epoch [2]: Accuracy_clf1: 12.95%, Accuracy_clf2: 12.82%, Accuracy_ensemble: 12.87%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0001, Loss_clf2: 0.0002, Loss_discrepancy: 0.0002
Train - Iteration 50: 	Loss_clf1: 0.0341, Loss_clf2: 0.0354, Loss_discrepancy: 0.0090
Train - Iteration 100: 	Loss_clf1: 0.0367, Loss_clf2: 0.0380, Loss_discrepancy: 0.0108
Train - Iteration 150: 	Loss_clf1: 0.0372, Loss_clf2: 0.0384, Loss_discrepancy: 0.0107
Train - Iteration 200: 	Loss_clf1: 0.0396, Loss_clf2: 0.0402, Loss_discrepancy: 0.0096
Train - Iteration 250: 	Loss_clf1: 0.0354, Loss_clf2: 0.0339, Loss_discrepancy: 0.0086
Train - Iteration 300: 	Loss_clf1: 0.0340, Loss_clf2: 0.0349, Loss_discrepancy: 0.0081
Train - Iteration 350: 	Loss_clf1: 0.0359, Loss_clf2: 0.0365, Loss_discrepancy: 0.0080
Train - Iteration 400: 	Loss_clf1: 0.0371, Loss_clf2: 0.0373, Loss_discrepancy: 0.0080
Train - Iteration 450: 	Loss_clf1: 0.0343, Loss_clf2: 0.0341, Loss_discrepancy: 0.0077
Train - Epoch [3]: 		Loss_clf1: 0.0368, Loss_clf2: 0.0373, Loss_discrepancy: 0.0089
Test - Epoch [3]: Accuracy_clf1: 15.29%, Accuracy_clf2: 15.31%, Accuracy_ensemble: 15.22%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0010, Loss_clf2: 0.0011, Loss_discrepancy: 0.0002
Train - Iteration 50: 	Loss_clf1: 0.0396, Loss_clf2: 0.0389, Loss_discrepancy: 0.0083
Train - Iteration 100: 	Loss_clf1: 0.0312, Loss_clf2: 0.0317, Loss_discrepancy: 0.0081
Train - Iteration 150: 	Loss_clf1: 0.0367, Loss_clf2: 0.0365, Loss_discrepancy: 0.0090
Train - Iteration 200: 	Loss_clf1: 0.0337, Loss_clf2: 0.0343, Loss_discrepancy: 0.0082
Train - Iteration 250: 	Loss_clf1: 0.0374, Loss_clf2: 0.0388, Loss_discrepancy: 0.0085
Train - Iteration 300: 	Loss_clf1: 0.0310, Loss_clf2: 0.0310, Loss_discrepancy: 0.0081
Train - Iteration 350: 	Loss_clf1: 0.0342, Loss_clf2: 0.0352, Loss_discrepancy: 0.0078
Train - Iteration 400: 	Loss_clf1: 0.0370, Loss_clf2: 0.0362, Loss_discrepancy: 0.0090
Train - Iteration 450: 	Loss_clf1: 0.0330, Loss_clf2: 0.0354, Loss_discrepancy: 0.0081
Train - Epoch [4]: 		Loss_clf1: 0.0349, Loss_clf2: 0.0354, Loss_discrepancy: 0.0083
Test - Epoch [4]: Accuracy_clf1: 13.95%, Accuracy_clf2: 14.04%, Accuracy_ensemble: 13.99%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0005, Loss_clf2: 0.0004, Loss_discrepancy: 0.0002
Train - Iteration 50: 	Loss_clf1: 0.0366, Loss_clf2: 0.0358, Loss_discrepancy: 0.0078
Train - Iteration 100: 	Loss_clf1: 0.0291, Loss_clf2: 0.0299, Loss_discrepancy: 0.0077
Train - Iteration 150: 	Loss_clf1: 0.0291, Loss_clf2: 0.0304, Loss_discrepancy: 0.0089
Train - Iteration 200: 	Loss_clf1: 0.0237, Loss_clf2: 0.0250, Loss_discrepancy: 0.0092
Train - Iteration 250: 	Loss_clf1: 0.0353, Loss_clf2: 0.0366, Loss_discrepancy: 0.0090
Train - Iteration 300: 	Loss_clf1: 0.0304, Loss_clf2: 0.0316, Loss_discrepancy: 0.0080
Train - Iteration 350: 	Loss_clf1: 0.0367, Loss_clf2: 0.0375, Loss_discrepancy: 0.0076
Train - Iteration 400: 	Loss_clf1: 0.0331, Loss_clf2: 0.0336, Loss_discrepancy: 0.0083
Train - Iteration 450: 	Loss_clf1: 0.0342, Loss_clf2: 0.0352, Loss_discrepancy: 0.0075
Train - Epoch [5]: 		Loss_clf1: 0.0315, Loss_clf2: 0.0323, Loss_discrepancy: 0.0082
Test - Epoch [5]: Accuracy_clf1: 15.28%, Accuracy_clf2: 15.19%, Accuracy_ensemble: 15.22%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0003, Loss_clf2: 0.0003, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0329, Loss_clf2: 0.0337, Loss_discrepancy: 0.0088
Train - Iteration 100: 	Loss_clf1: 0.0242, Loss_clf2: 0.0235, Loss_discrepancy: 0.0080
Train - Iteration 150: 	Loss_clf1: 0.0307, Loss_clf2: 0.0296, Loss_discrepancy: 0.0082
Train - Iteration 200: 	Loss_clf1: 0.0359, Loss_clf2: 0.0360, Loss_discrepancy: 0.0071
Train - Iteration 250: 	Loss_clf1: 0.0332, Loss_clf2: 0.0347, Loss_discrepancy: 0.0072
Train - Iteration 300: 	Loss_clf1: 0.0276, Loss_clf2: 0.0291, Loss_discrepancy: 0.0069
Train - Iteration 350: 	Loss_clf1: 0.0305, Loss_clf2: 0.0302, Loss_discrepancy: 0.0073
Train - Iteration 400: 	Loss_clf1: 0.0299, Loss_clf2: 0.0302, Loss_discrepancy: 0.0083
Train - Iteration 450: 	Loss_clf1: 0.0342, Loss_clf2: 0.0347, Loss_discrepancy: 0.0078
Train - Epoch [6]: 		Loss_clf1: 0.0312, Loss_clf2: 0.0315, Loss_discrepancy: 0.0077
Test - Epoch [6]: Accuracy_clf1: 14.71%, Accuracy_clf2: 14.77%, Accuracy_ensemble: 14.75%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0002, Loss_clf2: 0.0002, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0286, Loss_clf2: 0.0289, Loss_discrepancy: 0.0065
Train - Iteration 100: 	Loss_clf1: 0.0278, Loss_clf2: 0.0269, Loss_discrepancy: 0.0073
Train - Iteration 150: 	Loss_clf1: 0.0267, Loss_clf2: 0.0253, Loss_discrepancy: 0.0075
Train - Iteration 200: 	Loss_clf1: 0.0310, Loss_clf2: 0.0321, Loss_discrepancy: 0.0082
Train - Iteration 250: 	Loss_clf1: 0.0228, Loss_clf2: 0.0249, Loss_discrepancy: 0.0080
Train - Iteration 300: 	Loss_clf1: 0.0254, Loss_clf2: 0.0269, Loss_discrepancy: 0.0075
Train - Iteration 350: 	Loss_clf1: 0.0307, Loss_clf2: 0.0325, Loss_discrepancy: 0.0066
Train - Iteration 400: 	Loss_clf1: 0.0311, Loss_clf2: 0.0308, Loss_discrepancy: 0.0079
Train - Iteration 450: 	Loss_clf1: 0.0292, Loss_clf2: 0.0297, Loss_discrepancy: 0.0087
Train - Epoch [7]: 		Loss_clf1: 0.0278, Loss_clf2: 0.0283, Loss_discrepancy: 0.0076
Test - Epoch [7]: Accuracy_clf1: 14.34%, Accuracy_clf2: 14.41%, Accuracy_ensemble: 14.37%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0009, Loss_clf2: 0.0009, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0292, Loss_clf2: 0.0288, Loss_discrepancy: 0.0071
Train - Iteration 100: 	Loss_clf1: 0.0265, Loss_clf2: 0.0273, Loss_discrepancy: 0.0067
Train - Iteration 150: 	Loss_clf1: 0.0238, Loss_clf2: 0.0235, Loss_discrepancy: 0.0066
Train - Iteration 200: 	Loss_clf1: 0.0270, Loss_clf2: 0.0277, Loss_discrepancy: 0.0080
Train - Iteration 250: 	Loss_clf1: 0.0228, Loss_clf2: 0.0225, Loss_discrepancy: 0.0075
Train - Iteration 300: 	Loss_clf1: 0.0282, Loss_clf2: 0.0301, Loss_discrepancy: 0.0078
Train - Iteration 350: 	Loss_clf1: 0.0309, Loss_clf2: 0.0315, Loss_discrepancy: 0.0074
Train - Iteration 400: 	Loss_clf1: 0.0226, Loss_clf2: 0.0232, Loss_discrepancy: 0.0068
Train - Iteration 450: 	Loss_clf1: 0.0274, Loss_clf2: 0.0269, Loss_discrepancy: 0.0070
Train - Epoch [8]: 		Loss_clf1: 0.0270, Loss_clf2: 0.0273, Loss_discrepancy: 0.0072
Test - Epoch [8]: Accuracy_clf1: 13.15%, Accuracy_clf2: 13.29%, Accuracy_ensemble: 13.20%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0004, Loss_clf2: 0.0004, Loss_discrepancy: 0.0002
Train - Iteration 50: 	Loss_clf1: 0.0272, Loss_clf2: 0.0283, Loss_discrepancy: 0.0061
Train - Iteration 100: 	Loss_clf1: 0.0260, Loss_clf2: 0.0258, Loss_discrepancy: 0.0059
Train - Iteration 150: 	Loss_clf1: 0.0252, Loss_clf2: 0.0256, Loss_discrepancy: 0.0068
Train - Iteration 200: 	Loss_clf1: 0.0285, Loss_clf2: 0.0288, Loss_discrepancy: 0.0070
Train - Iteration 250: 	Loss_clf1: 0.0197, Loss_clf2: 0.0198, Loss_discrepancy: 0.0065
Train - Iteration 300: 	Loss_clf1: 0.0303, Loss_clf2: 0.0306, Loss_discrepancy: 0.0066
Train - Iteration 350: 	Loss_clf1: 0.0195, Loss_clf2: 0.0185, Loss_discrepancy: 0.0068
Train - Iteration 400: 	Loss_clf1: 0.0246, Loss_clf2: 0.0231, Loss_discrepancy: 0.0070
Train - Iteration 450: 	Loss_clf1: 0.0218, Loss_clf2: 0.0216, Loss_discrepancy: 0.0071
Train - Epoch [9]: 		Loss_clf1: 0.0248, Loss_clf2: 0.0247, Loss_discrepancy: 0.0067
Test - Epoch [9]: Accuracy_clf1: 13.70%, Accuracy_clf2: 13.65%, Accuracy_ensemble: 13.63%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0001, Loss_clf2: 0.0002, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0255, Loss_clf2: 0.0249, Loss_discrepancy: 0.0068
Train - Iteration 100: 	Loss_clf1: 0.0221, Loss_clf2: 0.0210, Loss_discrepancy: 0.0067
Train - Iteration 150: 	Loss_clf1: 0.0243, Loss_clf2: 0.0233, Loss_discrepancy: 0.0073
Train - Iteration 200: 	Loss_clf1: 0.0219, Loss_clf2: 0.0216, Loss_discrepancy: 0.0066
Train - Iteration 250: 	Loss_clf1: 0.0260, Loss_clf2: 0.0250, Loss_discrepancy: 0.0070
Train - Iteration 300: 	Loss_clf1: 0.0225, Loss_clf2: 0.0222, Loss_discrepancy: 0.0067
Train - Iteration 350: 	Loss_clf1: 0.0327, Loss_clf2: 0.0338, Loss_discrepancy: 0.0060
Train - Iteration 400: 	Loss_clf1: 0.0214, Loss_clf2: 0.0205, Loss_discrepancy: 0.0056
Train - Iteration 450: 	Loss_clf1: 0.0219, Loss_clf2: 0.0218, Loss_discrepancy: 0.0058
Train - Epoch [10]: 		Loss_clf1: 0.0243, Loss_clf2: 0.0238, Loss_discrepancy: 0.0065
Test - Epoch [10]: Accuracy_clf1: 12.72%, Accuracy_clf2: 12.53%, Accuracy_ensemble: 12.63%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0004, Loss_clf2: 0.0004, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0248, Loss_clf2: 0.0245, Loss_discrepancy: 0.0060
Train - Iteration 100: 	Loss_clf1: 0.0209, Loss_clf2: 0.0201, Loss_discrepancy: 0.0062
Train - Iteration 150: 	Loss_clf1: 0.0175, Loss_clf2: 0.0170, Loss_discrepancy: 0.0059
Train - Iteration 200: 	Loss_clf1: 0.0241, Loss_clf2: 0.0243, Loss_discrepancy: 0.0058
Train - Iteration 250: 	Loss_clf1: 0.0216, Loss_clf2: 0.0208, Loss_discrepancy: 0.0055
Train - Iteration 300: 	Loss_clf1: 0.0234, Loss_clf2: 0.0229, Loss_discrepancy: 0.0057
Train - Iteration 350: 	Loss_clf1: 0.0241, Loss_clf2: 0.0242, Loss_discrepancy: 0.0054
Train - Iteration 400: 	Loss_clf1: 0.0222, Loss_clf2: 0.0226, Loss_discrepancy: 0.0055
Train - Iteration 450: 	Loss_clf1: 0.0218, Loss_clf2: 0.0227, Loss_discrepancy: 0.0057
Train - Epoch [11]: 		Loss_clf1: 0.0223, Loss_clf2: 0.0221, Loss_discrepancy: 0.0057
Test - Epoch [11]: Accuracy_clf1: 13.80%, Accuracy_clf2: 13.53%, Accuracy_ensemble: 13.64%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0001, Loss_clf2: 0.0001, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0214, Loss_clf2: 0.0207, Loss_discrepancy: 0.0055
Train - Iteration 100: 	Loss_clf1: 0.0183, Loss_clf2: 0.0182, Loss_discrepancy: 0.0053
Train - Iteration 150: 	Loss_clf1: 0.0211, Loss_clf2: 0.0208, Loss_discrepancy: 0.0059
Train - Iteration 200: 	Loss_clf1: 0.0274, Loss_clf2: 0.0270, Loss_discrepancy: 0.0057
Train - Iteration 250: 	Loss_clf1: 0.0212, Loss_clf2: 0.0212, Loss_discrepancy: 0.0053
Train - Iteration 300: 	Loss_clf1: 0.0188, Loss_clf2: 0.0178, Loss_discrepancy: 0.0059
Train - Iteration 350: 	Loss_clf1: 0.0171, Loss_clf2: 0.0163, Loss_discrepancy: 0.0056
Train - Iteration 400: 	Loss_clf1: 0.0264, Loss_clf2: 0.0267, Loss_discrepancy: 0.0055
Train - Iteration 450: 	Loss_clf1: 0.0227, Loss_clf2: 0.0217, Loss_discrepancy: 0.0055
Train - Epoch [12]: 		Loss_clf1: 0.0212, Loss_clf2: 0.0207, Loss_discrepancy: 0.0056
Test - Epoch [12]: Accuracy_clf1: 12.81%, Accuracy_clf2: 12.72%, Accuracy_ensemble: 12.72%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0003, Loss_clf2: 0.0003, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0187, Loss_clf2: 0.0184, Loss_discrepancy: 0.0055
Train - Iteration 100: 	Loss_clf1: 0.0160, Loss_clf2: 0.0159, Loss_discrepancy: 0.0056
Train - Iteration 150: 	Loss_clf1: 0.0167, Loss_clf2: 0.0158, Loss_discrepancy: 0.0050
Train - Iteration 200: 	Loss_clf1: 0.0187, Loss_clf2: 0.0182, Loss_discrepancy: 0.0052
Train - Iteration 250: 	Loss_clf1: 0.0180, Loss_clf2: 0.0170, Loss_discrepancy: 0.0051
Train - Iteration 300: 	Loss_clf1: 0.0216, Loss_clf2: 0.0206, Loss_discrepancy: 0.0060
Train - Iteration 350: 	Loss_clf1: 0.0173, Loss_clf2: 0.0166, Loss_discrepancy: 0.0051
Train - Iteration 400: 	Loss_clf1: 0.0229, Loss_clf2: 0.0236, Loss_discrepancy: 0.0054
Train - Iteration 450: 	Loss_clf1: 0.0254, Loss_clf2: 0.0255, Loss_discrepancy: 0.0060
Train - Epoch [13]: 		Loss_clf1: 0.0193, Loss_clf2: 0.0190, Loss_discrepancy: 0.0054
Test - Epoch [13]: Accuracy_clf1: 13.65%, Accuracy_clf2: 13.52%, Accuracy_ensemble: 13.59%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0001, Loss_clf2: 0.0001, Loss_discrepancy: 0.0001
Train - Iteration 50: 	Loss_clf1: 0.0210, Loss_clf2: 0.0208, Loss_discrepancy: 0.0055
Train - Iteration 100: 	Loss_clf1: 0.0162, Loss_clf2: 0.0168, Loss_discrepancy: 0.0047
