nohup: ignoring input
Using downloaded and verified file: ./data/SVHN/color/raw/train/train_32x32.mat
Using downloaded and verified file: ./data/SVHN/color/raw/test/test_32x32.mat
Train - Iteration 0: 	Loss_clf1: 0.0175, Loss_clf2: 0.0175, Loss_discrepancy: 0.0006
Train - Iteration 50: 	Loss_clf1: 0.1188, Loss_clf2: 0.1188, Loss_discrepancy: 0.0148
Train - Iteration 100: 	Loss_clf1: 0.0647, Loss_clf2: 0.0629, Loss_discrepancy: 0.0099
Train - Iteration 150: 	Loss_clf1: 0.0597, Loss_clf2: 0.0582, Loss_discrepancy: 0.0113
Train - Iteration 200: 	Loss_clf1: 0.0614, Loss_clf2: 0.0622, Loss_discrepancy: 0.0131
Train - Iteration 250: 	Loss_clf1: 0.0497, Loss_clf2: 0.0504, Loss_discrepancy: 0.0132
Train - Iteration 300: 	Loss_clf1: 0.0475, Loss_clf2: 0.0444, Loss_discrepancy: 0.0126
Train - Iteration 350: 	Loss_clf1: 0.0496, Loss_clf2: 0.0485, Loss_discrepancy: 0.0125
Train - Iteration 400: 	Loss_clf1: 0.0428, Loss_clf2: 0.0444, Loss_discrepancy: 0.0117
Train - Iteration 450: 	Loss_clf1: 0.0553, Loss_clf2: 0.0543, Loss_discrepancy: 0.0118
Train - Epoch [1]: 		Loss_clf1: 0.0627, Loss_clf2: 0.0621, Loss_discrepancy: 0.0123
Test - Epoch [1]: Accuracy_clf1: 16.01%, Accuracy_clf2: 16.27%, Accuracy_ensemble: 16.27%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_clf1: 0.0007, Loss_clf2: 0.0009, Loss_discrepancy: 0.0002
Train - Iteration 50: 	Loss_clf1: 0.0373, Loss_clf2: 0.0367, Loss_discrepancy: 0.0110
Train - Iteration 100: 	Loss_clf1: 0.0347, Loss_clf2: 0.0345, Loss_discrepancy: 0.0105
Train - Iteration 150: 	Loss_clf1: 0.0288, Loss_clf2: 0.0283, Loss_discrepancy: 0.0103
Train - Iteration 200: 	Loss_clf1: 0.0466, Loss_clf2: 0.0462, Loss_discrepancy: 0.0106
Train - Iteration 250: 	Loss_clf1: 0.0451, Loss_clf2: 0.0454, Loss_discrepancy: 0.0098
Train - Iteration 300: 	Loss_clf1: 0.0491, Loss_clf2: 0.0491, Loss_discrepancy: 0.0099
Train - Iteration 350: 	Loss_clf1: 0.0505, Loss_clf2: 0.0517, Loss_discrepancy: 0.0097
